Date,AAPL,AMZN,GOOGL,META,MSFT,NFLX,NVDA,TSLA
2010-01-04,6.431898593902588,6.695000171661377,15.590929985046387,,23.211435317993164,7.639999866485596,0.42385420203208923,
2010-01-05,6.4430155754089355,6.734499931335449,15.522273063659668,,23.21894073486328,7.3585710525512695,0.43004363775253296,
2010-01-06,6.340531349182129,6.612500190734863,15.130976676940918,,23.076452255249023,7.617143154144287,0.4327944219112396,
2010-01-07,6.3288092613220215,6.5,14.77873420715332,,22.836454391479492,7.485713958740234,0.42431268095970154,
2010-01-08,6.370885372161865,6.676000118255615,14.975752830505371,,22.99394416809082,7.614285945892334,0.42522960901260376,
2010-01-11,6.314685344696045,6.515500068664551,14.953113555908203,,22.701461791992188,7.604286193847656,0.4192695617675781,
2010-01-12,6.242854118347168,6.367499828338623,14.688684463500977,,22.551469802856445,7.481429100036621,0.405056893825531,
2010-01-13,6.3309149742126465,6.45550012588501,14.604353904724121,,22.76145362854004,7.708570957183838,0.4105585217475891,
2010-01-14,6.294249057769775,6.367499828338623,14.673011779785156,,23.21894073486328,7.284286022186279,0.40413999557495117,
2010-01-15,6.18905782699585,6.35699987411499,14.427986145019531,,23.14394760131836,7.278571128845215,0.3922199010848999,
2010-01-19,6.462852954864502,6.380499839782715,14.617537498474121,,23.323942184448242,7.314286231994629,0.3995553255081177,
2010-01-20,6.363372802734375,6.289000034332275,14.43818473815918,,22.941450119018555,7.320000171661377,0.3979507088661194,
2010-01-21,6.2533745765686035,6.330999851226807,14.502115249633789,,22.506479263305664,7.312857151031494,0.3908444344997406,
2010-01-22,5.943216323852539,6.071499824523926,13.68195915222168,,21.71900749206543,7.269999980926514,0.37731972336769104,
2010-01-25,6.103104114532471,6.015500068664551,13.432951927185059,,21.988994598388672,7.018570899963379,0.3837382197380066,
2010-01-26,6.189360618591309,5.973999977111816,13.49315071105957,,22.123987197875977,7.135714054107666,0.371588796377182,
2010-01-27,6.247663974761963,6.137499809265137,13.485191345214844,,22.251476287841797,7.281428813934326,0.381675124168396,
2010-01-28,5.989497184753418,6.301499843597412,13.290910720825195,,21.86899757385254,9.005714416503906,0.3688378930091858,
2010-01-29,5.772207260131836,6.270500183105469,13.182700157165527,,21.134035110473633,8.89285659790039,0.3527914583683014,
2010-02-01,5.852452278137207,5.94350004196167,13.259317398071289,,21.306522369384766,8.718570709228516,0.3798412084579468,
2010-02-02,5.886413097381592,5.906000137329102,13.212054252624512,,21.344026565551758,8.835714340209961,0.3837382197380066,
